,ORF_id_gen,chromosome,start,stop,gene_id,gene_symbol,strand,start_codon,ORF_length,transcript_id,uORFids
365,chr1:67685114-67685381:+,chr1,67685115,67685381,ENSG00000116717.11,GADD45A,+,ATG,88,ENST00000370986.8,ENST00000370986.8.1
366,chr1:74198018-74198135:-,chr1,74198019,74198135,ENSG00000162620.15,LRRIQ3,-,ATG,38,ENST00000354431.8,ENST00000354431.8.1
367,chr1:74733176-74733233:+,chr1,74733177,74733233,ENSG00000162623.15,TYW3,+,ATG,18,ENST00000457880.6,ENST00000457880.6.1
368,chr1:77888546-77916099:+,chr1,77888547,77916099,ENSG00000162614.18,NEXN,+,ATG,85,ENST00000330010.12,ENST00000330010.12.1
369,chr1:89579591-89579654:+,chr1,89579592,89579654,ENSG00000197147.13,LRRC8B,+,ATG,20,ENST00000640258.1,ENST00000640258.1.1
370,chr1:100894689-100894770:-,chr1,100894690,100894770,ENSG00000162694.13,EXTL2,-,ATG,26,ENST00000370114.7,ENST00000370114.7.1
371,chr1:108885308-108885374:+,chr1,108885309,108885374,ENSG00000121957.13,GPSM2,+,ATG,21,ENST00000406462.6,ENST00000406462.6.1
372,chr1:108885276-108885297:+,chr1,108885277,108885297,ENSG00000121957.13,GPSM2,+,ATG,6,ENST00000406462.6,ENST00000406462.6.2
373,chr1:113073269-113073425:+,chr1,113073270,113073425,ENSG00000198799.11,LRIG2,+,ATG,51,ENST00000361127.5,ENST00000361127.5.1
374,chr1:114716156-114716849:-,chr1,114716157,114716849,ENSG00000213281.4,NRAS,-,ATG,70,ENST00000369535.4,ENST00000369535.4.1
375,chr1:114750173-114750206:-,chr1,114750174,114750206,ENSG00000009307.15,CSDE1,-,ATG,10,ENST00000610726.4,ENST00000610726.4.1
376,chr1:114757933-114757960:-,chr1,114757934,114757960,ENSG00000009307.15,CSDE1,-,ATG,8,ENST00000610726.4,ENST00000610726.4.2
377,chr1:117367787-117367895:+,chr1,117367788,117367895,ENSG00000198162.12,MAN1A2,+,ATG,35,ENST00000356554.7,ENST00000356554.7.1
378,chr1:120029962-120069461:-,chr1,120029963,120069461,ENSG00000134250.19,NOTCH2,-,ATG,50,ENST00000256646.6,ENST00000256646.6.1
379,chr1:147242703-147255926:+,chr1,147242704,147255926,ENSG00000131778.18,CHD1L,+,ATG,117,ENST00000431239.5,ENST00000431239.5.1
380,chr1:150235976-150236063:-,chr1,150235977,150236063,ENSG00000143401.14,ANP32E,-,ATG,28,ENST00000583931.5,ENST00000583931.5.1
381,chr1:151055968-151059495:-,chr1,151055969,151059495,ENSG00000197622.12,CDC42SE1,-,ATG,13,ENST00000439374.6,ENST00000439374.6.1
382,chr1:153967922-153968048:+,chr1,153967923,153968048,ENSG00000143578.15,CREB3L4,+,ATG,41,ENST00000368607.7,ENST00000368607.7.1
383,chr1:154220521-154220560:-,chr1,154220522,154220560,ENSG00000143612.19,C1orf43,-,ATG,12,ENST00000470180.2,ENST00000470180.2.1
384,chr1:154974745-154974829:+,chr1,154974746,154974829,ENSG00000173207.12,CKS1B,+,ATG,27,ENST00000368439.5,ENST00000368439.5.1
385,chr1:154983875-154983896:+,chr1,154983876,154983896,ENSG00000160688.18,FLAD1,+,ATG,6,ENST00000315144.14,ENST00000315144.14.1
386,chr1:156282708-156282801:-,chr1,156282709,156282801,ENSG00000198952.8,SMG5,-,ATG,30,ENST00000361813.5,ENST00000361813.5.1
387,chr1:156728642-156728873:+,chr1,156728643,156728873,ENSG00000143303.11,RRNAD1,+,ATG,76,ENST00000368218.8,ENST00000368218.8.1
388,chr1:156738552-156741189:-,chr1,156738553,156741189,ENSG00000143314.12,MRPL24,-,ATG,73,ENST00000434558.5,ENST00000434558.5.1
389,chr1:157045224-157045353:-,chr1,157045225,157045353,ENSG00000132694.18,ARHGEF11,-,ATG,42,ENST00000368194.7,ENST00000368194.7.1
390,chr1:161045937-161045964:-,chr1,161045938,161045964,ENSG00000158773.14,USF1,-,ATG,8,ENST00000368021.7,ENST00000368021.7.1
391,chr1:161124502-161132625:-,chr1,161124503,161132625,ENSG00000158796.16,DEDD,-,ATG,32,ENST00000545495.5,ENST00000545495.5.1
392,chr1:161177443-161177524:-,chr1,161177444,161177524,ENSG00000158850.14,B4GALT3,-,ATG,26,ENST00000622395.4,ENST00000622395.4.1
393,chr1:161226009-161226132:+,chr1,161226010,161226132,ENSG00000158882.14,TOMM40L,+,ATG,40,ENST00000545897.5,ENST00000545897.5.1
394,chr1:162561683-162566079:+,chr1,162561684,162566079,ENSG00000117143.13,UAP1,+,ATG,53,ENST00000271469.7,ENST00000271469.7.1
395,chr1:167936712-167936784:+,chr1,167936713,167936784,ENSG00000143164.15,DCAF6,+,ATG,23,ENST00000432587.6,ENST00000432587.6.1
396,chr1:169367714-169367780:-,chr1,169367715,169367780,ENSG00000143156.13,NME7,-,ATG,21,ENST00000367811.7,ENST00000367811.7.1
397,chr1:173825082-173825142:+,chr1,173825083,173825142,ENSG00000117593.9,DARS2,+,ATG,19,ENST00000361951.4,ENST00000361951.4.1
398,chr1:179955103-179990520:+,chr1,179955104,179990520,ENSG00000135837.15,CEP350,+,ATG,61,ENST00000367607.7,ENST00000367607.7.1
399,chr1:180632119-180632269:+,chr1,180632120,180632269,ENSG00000143324.13,XPR1,+,ATG,49,ENST00000367590.8,ENST00000367590.8.1
400,chr1:184477501-184507629:+,chr1,184477502,184507629,ENSG00000116667.12,C1orf21,+,ATG,47,ENST00000235307.6,ENST00000235307.6.1
401,chr1:185045496-185087593:+,chr1,185045497,185087593,ENSG00000121481.10,RNF2,+,ATG,64,ENST00000367510.7,ENST00000367510.7.1
402,chr1:185311280-185316985:-,chr1,185311281,185316985,ENSG00000116679.15,IVNS1ABP,-,ATG,24,ENST00000367498.7,ENST00000367498.7.1
403,chr1:203128314-203129005:+,chr1,203128315,203129005,ENSG00000163485.16,ADORA1,+,ATG,112,ENST00000309502.7,ENST00000309502.7.1
404,chr1:203626852-203626888:+,chr1,203626853,203626888,ENSG00000058668.14,ATP2B4,+,ATG,11,ENST00000357681.9,ENST00000357681.9.1
405,chr1:204213902-204214037:-,chr1,204213903,204214037,ENSG00000174567.7,GOLT1A,-,ATG,44,ENST00000308302.3,ENST00000308302.3.1
406,chr1:205631704-205631815:-,chr1,205631705,205631815,ENSG00000158711.13,ELK4,-,ATG,36,ENST00000616704.4,ENST00000616704.4.1
407,chr1:205664689-205664788:-,chr1,205664690,205664788,ENSG00000158715.5,SLC45A3,-,ATG,32,ENST00000367145.3,ENST00000367145.3.1
408,chr1:206897469-206897520:+,chr1,206897470,206897520,ENSG00000162892.15,IL24,+,ATG,16,ENST00000611909.4,ENST00000611909.4.1
409,chr1:207752090-207752192:+,chr1,207752091,207752192,ENSG00000117335.19,CD46,+,ATG,33,ENST00000367047.5,ENST00000367047.5.1
410,chr1:223292641-223364073:-,chr1,223292642,223364073,ENSG00000143502.14,SUSD4,-,ATG,69,ENST00000366878.8,ENST00000366878.8.1
411,chr1:227563694-227650975:+,chr1,227563695,227650975,ENSG00000181450.17,ZNF678,+,ATG,89,ENST00000608949.5,ENST00000608949.5.1
412,chr1:246566183-246566222:-,chr1,246566184,246566222,ENSG00000162851.7,TFB2M,-,ATG,12,ENST00000366514.4,ENST00000366514.4.1
413,chr2:9418665-9418710:-,chr2,9418666,9418710,ENSG00000119185.12,ITGB1BP1,-,ATG,14,ENST00000360635.7,ENST00000360635.7.1
414,chr2:9423673-9423721:+,chr2,9423674,9423721,ENSG00000119203.13,CPSF3,+,ATG,15,ENST00000238112.7,ENST00000238112.7.1
415,chr2:10303006-10303060:+,chr2,10303007,10303060,ENSG00000115756.12,HPCAL1,+,ATG,17,ENST00000307845.7,ENST00000307845.7.1
416,chr2:10448350-10448377:-,chr2,10448351,10448377,ENSG00000115758.12,ODC1,-,ATG,8,ENST00000234111.8,ENST00000234111.8.1
417,chr2:25982383-25982422:-,chr2,25982384,25982422,ENSG00000084731.14,KIF3C,-,ATG,12,ENST00000264712.7,ENST00000264712.7.1
418,chr2:27086785-27086863:+,chr2,27086786,27086863,ENSG00000138030.12,KHK,+,ATG,25,ENST00000260599.10,ENST00000260599.10.1
419,chr2:27134485-27134578:-,chr2,27134486,27134578,ENSG00000138073.13,PREB,-,ATG,30,ENST00000260643.6,ENST00000260643.6.1
420,chr2:32277912-32277981:+,chr2,32277913,32277981,ENSG00000119820.10,YIPF4,+,ATG,22,ENST00000238831.8,ENST00000238831.8.1
421,chr2:46542735-46542987:+,chr2,46542736,46542987,ENSG00000119729.11,RHOQ,+,ATG,83,ENST00000238738.8,ENST00000238738.8.1
422,chr2:47170751-47176541:-,chr2,47170752,47176541,ENSG00000143933.16,CALM2,-,ATG,37,ENST00000272298.11,ENST00000272298.11.1
423,chr2:55617350-55617419:-,chr2,55617351,55617419,ENSG00000275052.4,PPP4R3B,-,ATG,22,ENST00000611717.4,ENST00000611717.4.1
424,chr2:61145127-61162862:+,chr2,61145128,61162862,ENSG00000237651.6,C2orf74,+,ATG,29,ENST00000426997.5,ENST00000426997.5.1
425,chr2:63841113-63841158:+,chr2,63841114,63841158,ENSG00000169764.15,UGP2,+,ATG,14,ENST00000394417.6,ENST00000394417.6.1
426,chr2:69829738-69829798:+,chr2,69829739,69829798,ENSG00000087338.4,GMCL1,+,ATG,19,ENST00000282570.3,ENST00000282570.3.1
427,chr2:71130467-71130572:+,chr2,71130468,71130572,ENSG00000124383.8,MPHOSPH10,+,ATG,34,ENST00000244230.6,ENST00000244230.6.1
428,chr2:74421750-74422302:+,chr2,74421751,74422302,ENSG00000005448.16,WDR54,+,ATG,71,ENST00000348227.4,ENST00000348227.4.1
429,chr2:74529639-74529783:-,chr2,74529640,74529783,ENSG00000115307.16,AUP1,-,ATG,47,ENST00000377526.3,ENST00000377526.3.1
430,chr2:86623121-86623169:-,chr2,86623122,86623169,ENSG00000239305.6,RNF103,-,ATG,15,ENST00000237455.4,ENST00000237455.4.1
431,chr2:105855056-105881487:+,chr2,105855057,105881487,ENSG00000071051.13,NCK2,+,ATG,130,ENST00000233154.8,ENST00000233154.8.1
432,chr2:105816434-105816530:+,chr2,105816435,105816530,ENSG00000071051.13,NCK2,+,ATG,31,ENST00000233154.8,ENST00000233154.8.2
433,chr2:120223292-120223388:-,chr2,120223293,120223388,ENSG00000226479.3,TMEM185B,-,ATG,31,ENST00000426077.2,ENST00000426077.2.1
434,chr2:121605925-121606051:-,chr2,121605926,121606051,ENSG00000074054.18,CLASP1,-,ATG,41,ENST00000409078.7,ENST00000409078.7.1
435,chr2:132416878-132417157:+,chr2,132416879,132417157,ENSG00000183840.6,GPR39,+,ATG,92,ENST00000329321.3,ENST00000329321.3.1
436,chr2:135531529-135531628:+,chr2,135531530,135531628,ENSG00000048991.16,R3HDM1,+,ATG,32,ENST00000409478.5,ENST00000409478.5.1
437,chr2:156435522-156435606:+,chr2,156435523,156435606,ENSG00000115159.15,GPD2,+,ATG,27,ENST00000310454.10,ENST00000310454.10.1
438,chr2:165295815-165297026:+,chr2,165295816,165297026,ENSG00000136531.15,SCN2A,+,ATG,94,ENST00000636384.2,ENST00000636384.2.1
439,chr2:173965178-173965412:-,chr2,173965179,173965412,ENSG00000172845.14,SP3,-,ATG,77,ENST00000310015.10,ENST00000310015.10.1
440,chr2:200811646-200811694:+,chr2,200811647,200811694,ENSG00000082153.17,BZW1,+,ATG,15,ENST00000409600.5,ENST00000409600.5.1
441,chr2:201420644-201451365:-,chr2,201420645,201451365,ENSG00000115993.12,TRAK2,-,ATG,25,ENST00000332624.7,ENST00000332624.7.1
442,chr2:203016277-203016331:+,chr2,203016278,203016331,ENSG00000144426.18,NBEAL1,+,ATG,17,ENST00000449802.5,ENST00000449802.5.1
443,chr2:203016182-203016209:+,chr2,203016183,203016209,ENSG00000144426.18,NBEAL1,+,ATG,8,ENST00000449802.5,ENST00000449802.5.2
444,chr2:216371335-216371599:-,chr2,216371336,216371599,ENSG00000144583.4,MARCH4,-,ATG,87,ENST00000273067.4,ENST00000273067.4.1
445,chr2:219279388-219279817:+,chr2,219279389,219279817,ENSG00000135924.15,DNAJB2,+,ATG,49,ENST00000336576.9,ENST00000336576.9.1
446,chr2:224585287-224585335:-,chr2,224585288,224585335,ENSG00000036257.12,CUL3,-,ATG,15,ENST00000344951.8,ENST00000344951.8.1
447,chr2:226799328-226799523:-,chr2,226799329,226799523,ENSG00000169047.5,IRS1,-,ATG,64,ENST00000305123.5,ENST00000305123.5.1
448,chr2:227328735-227328756:+,chr2,227328736,227328756,ENSG00000168958.19,MFF,+,ATG,6,ENST00000304593.13,ENST00000304593.13.1
449,chr3:9428830-9428911:+,chr3,9428831,9428911,ENSG00000168137.15,SETD5,+,ATG,26,ENST00000402198.5,ENST00000402198.5.1
450,chr3:9950136-9952384:-,chr3,9950137,9952384,ENSG00000163704.11,PRRT3,-,ATG,32,ENST00000412055.5,ENST00000412055.5.1
451,chr3:12557068-12568928:+,chr3,12557069,12568928,ENSG00000075975.15,MKRN2,+,ATG,53,ENST00000170447.11,ENST00000170447.11.1
452,chr3:15099105-15099132:-,chr3,15099106,15099132,ENSG00000131381.12,RBSN,-,ATG,8,ENST00000253699.7,ENST00000253699.7.1
453,chr3:31981780-31988768:+,chr3,31981781,31988768,ENSG00000197385.5,ZNF860,+,ATG,76,ENST00000360311.4,ENST00000360311.4.1
454,chr3:37243176-37243461:+,chr3,37243177,37243461,ENSG00000144674.16,GOLGA4,+,ATG,94,ENST00000361924.6,ENST00000361924.6.1
455,chr3:40457311-40457350:+,chr3,40457312,40457350,ENSG00000188846.13,RPL14,+,ATG,12,ENST00000338970.10,ENST00000338970.10.1
456,chr3:42568978-42601044:-,chr3,42568979,42601044,ENSG00000093183.13,SEC22C,-,ATG,59,ENST00000417572.5,ENST00000417572.5.1
457,chr3:44338723-44354798:+,chr3,44338724,44354798,ENSG00000179152.19,TCAIM,+,ATG,56,ENST00000342649.8,ENST00000342649.8.1
458,chr3:44959432-44976117:-,chr3,44959433,44976117,ENSG00000163812.13,ZDHHC3,-,ATG,70,ENST00000296127.7,ENST00000296127.7.1
459,chr3:45388589-45388631:+,chr3,45388590,45388631,ENSG00000011376.10,LARS2,+,ATG,13,ENST00000415258.5,ENST00000415258.5.1
460,chr3:45689465-45689501:+,chr3,45689466,45689501,ENSG00000211456.10,SACM1L,+,ATG,11,ENST00000455997.5,ENST00000455997.5.1
461,chr3:45985003-45995804:-,chr3,45985004,45995804,ENSG00000163820.14,FYCO1,-,ATG,33,ENST00000535325.5,ENST00000535325.5.1
462,chr3:47443039-47443081:-,chr3,47443040,47443081,ENSG00000114650.18,SCAP,-,ATG,13,ENST00000265565.9,ENST00000265565.9.1
463,chr3:50613894-50617683:+,chr3,50613895,50617683,ENSG00000114738.10,MAPKAPK3,+,ATG,97,ENST00000446044.5,ENST00000446044.5.1
464,chr3:52198673-52198826:+,chr3,52198674,52198826,ENSG00000023330.14,ALAS1,+,ATG,50,ENST00000394965.6,ENST00000394965.6.1
465,chr3:52770685-52770946:-,chr3,52770686,52770946,ENSG00000114904.12,NEK4,-,ATG,86,ENST00000233027.9,ENST00000233027.9.1
466,chr3:52969226-53046065:-,chr3,52969227,53046065,ENSG00000163935.13,SFMBT1,-,ATG,93,ENST00000394752.7,ENST00000394752.7.1
467,chr3:55487080-55487338:-,chr3,55487081,55487338,ENSG00000114251.14,WNT5A,-,ATG,85,ENST00000474267.5,ENST00000474267.5.1
468,chr3:57756321-57756583:+,chr3,57756322,57756583,ENSG00000163681.14,SLMAP,+,ATG,18,ENST00000295951.7,ENST00000295951.7.1
469,chr3:100401645-100401672:+,chr3,100401646,100401672,ENSG00000206535.7,LNP1,+,ATG,8,ENST00000383693.7,ENST00000383693.7.1
470,chr3:100492769-100492874:+,chr3,100492770,100492874,ENSG00000181458.10,TMEM45A,+,ATG,34,ENST00000323523.8,ENST00000323523.8.1
471,chr3:101782156-101782231:+,chr3,101782157,101782231,ENSG00000144815.15,NXPE3,+,ATG,24,ENST00000491511.6,ENST00000491511.6.1
472,chr3:112561596-112561629:-,chr3,112561597,112561629,ENSG00000144848.10,ATG3,-,ATG,10,ENST00000283290.9,ENST00000283290.9.1
473,chr3:112562062-112562236:+,chr3,112562063,112562236,ENSG00000138459.8,SLC35A5,+,ATG,57,ENST00000492406.5,ENST00000492406.5.1
474,chr3:113216211-113249796:+,chr3,113216212,113249796,ENSG00000144857.14,BOC,+,ATG,45,ENST00000495514.5,ENST00000495514.5.1
475,chr3:114389060-114389105:-,chr3,114389061,114389105,ENSG00000181722.16,ZBTB20,-,ATG,14,ENST00000357258.8,ENST00000357258.8.1
476,chr3:119236963-119237056:-,chr3,119236964,119237056,ENSG00000121578.12,B4GALT4,-,ATG,30,ENST00000393765.6,ENST00000393765.6.1
477,chr3:120244342-120285033:-,chr3,120244343,120285033,ENSG00000175697.10,GPR156,-,ATG,46,ENST00000464295.5,ENST00000464295.5.1
478,chr3:152269025-152269076:+,chr3,152269026,152269076,ENSG00000152601.17,MBNL1,+,ATG,16,ENST00000282488.11,ENST00000282488.11.2
479,chr3:170172708-170181738:-,chr3,170172709,170181738,ENSG00000173889.15,PHC3,-,ATG,68,ENST00000495893.6,ENST00000495893.6.1
480,chr3:171460320-171460395:-,chr3,171460321,171460395,ENSG00000154310.16,TNIK,-,ATG,24,ENST00000436636.6,ENST00000436636.6.1
481,chr3:172750791-172750824:+,chr3,172750792,172750824,ENSG00000114346.13,ECT2,+,ATG,10,ENST00000232458.9,ENST00000232458.9.1
482,chr3:180988213-180989646:-,chr3,180988214,180989646,ENSG00000205981.7,DNAJC19,-,ATG,20,ENST00000382564.7,ENST00000382564.7.1
483,chr3:183884746-183884869:-,chr3,183884747,183884869,ENSG00000283765.1,RP11-449K6.5,-,ATG,40,ENST00000639401.1,ENST00000639401.1.1
484,chr3:184014433-184017956:-,chr3,184014434,184017956,ENSG00000114770.16,ABCC5,-,ATG,46,ENST00000334444.10,ENST00000334444.10.1
485,chr3:184314609-184314672:+,chr3,184314610,184314672,ENSG00000114867.20,EIF4G1,+,ATG,20,ENST00000352767.7,ENST00000352767.7.1
486,chr3:185282998-185285532:+,chr3,185282999,185285532,ENSG00000073803.13,MAP3K13,+,ATG,14,ENST00000446828.5,ENST00000446828.5.1
487,chr3:186570661-186570862:+,chr3,186570662,186570862,ENSG00000090520.11,DNAJB11,+,ATG,66,ENST00000439351.5,ENST00000439351.5.1
488,chr4:1721083-1721245:-,chr4,1721084,1721245,ENSG00000168936.10,TMEM129,-,ATG,53,ENST00000303277.6,ENST00000303277.6.1
489,chr4:4248010-4248202:-,chr4,4248011,4248202,ENSG00000132406.11,TMEM128,-,ATG,63,ENST00000254742.6,ENST00000254742.6.1
490,chr4:26860716-26860944:+,chr4,26860717,26860944,ENSG00000109689.15,STIM2,+,ATG,75,ENST00000467087.5,ENST00000467087.5.1
491,chr4:40750607-40750655:+,chr4,40750608,40750655,ENSG00000179299.16,NSUN7,+,ATG,15,ENST00000381782.6,ENST00000381782.6.1
492,chr4:41990503-41990632:+,chr4,41990504,41990632,ENSG00000014824.13,SLC30A9,+,ATG,42,ENST00000264451.11,ENST00000264451.11.1
493,chr4:44678570-44678603:+,chr4,44678571,44678603,ENSG00000151806.13,GUF1,+,ATG,10,ENST00000281543.5,ENST00000281543.5.1
494,chr4:52659186-52659213:-,chr4,52659187,52659213,ENSG00000109189.12,USP46,-,ATG,8,ENST00000441222.7,ENST00000441222.7.1
495,chr4:54064449-54064503:-,chr4,54064450,54064503,ENSG00000109220.10,CHIC2,-,ATG,17,ENST00000263921.7,ENST00000263921.7.1
496,chr4:54064502-54064532:-,chr4,54064503,54064532,ENSG00000109220.10,CHIC2,-,ATG,9,ENST00000263921.7,ENST00000263921.7.2
497,chr4:54229228-54229288:+,chr4,54229229,54229288,ENSG00000134853.11,PDGFRA,+,ATG,19,ENST00000257290.9,ENST00000257290.9.1
498,chr4:54229374-54229401:+,chr4,54229375,54229401,ENSG00000134853.11,PDGFRA,+,ATG,8,ENST00000257290.9,ENST00000257290.9.2
499,chr4:55510005-55546898:-,chr4,55510006,55546898,ENSG00000134852.14,CLOCK,-,ATG,58,ENST00000513440.5,ENST00000513440.5.1
500,chr4:56907926-56908046:+,chr4,56907927,56908046,ENSG00000084093.16,REST,+,ATG,39,ENST00000640343.1,ENST00000640343.1.1
501,chr4:75724609-75724714:+,chr4,75724610,75724714,ENSG00000138768.14,USO1,+,ATG,34,ENST00000264904.8,ENST00000264904.8.1
502,chr4:78057966-78237562:+,chr4,78057967,78237562,ENSG00000138759.18,FRAS1,+,ATG,67,ENST00000512123.3,ENST00000512123.3.1
503,chr4:99088702-99088735:-,chr4,99088703,99088735,ENSG00000197894.10,ADH5,-,ATG,10,ENST00000296412.12,ENST00000296412.12.1
504,chr4:103076263-103076299:-,chr4,103076264,103076299,ENSG00000164038.14,SLC9B2,-,ATG,11,ENST00000362026.7,ENST00000362026.7.1
505,chr4:127880936-127881026:+,chr4,127880937,127881026,ENSG00000142731.10,PLK4,+,ATG,29,ENST00000270861.9,ENST00000270861.9.1
506,chr4:138242281-138242341:-,chr4,138242282,138242341,ENSG00000151012.13,SLC7A11,-,ATG,19,ENST00000280612.9,ENST00000280612.9.1
507,chr4:147617441-147617471:+,chr4,147617442,147617471,ENSG00000164168.7,TMEM184C,+,ATG,9,ENST00000508208.5,ENST00000508208.5.3
508,chr4:169621000-169635939:+,chr4,169621001,169635939,ENSG00000109572.13,CLCN3,+,ATG,29,ENST00000513761.5,ENST00000513761.5.1
509,chr4:170089686-170089710:-,chr4,170089687,170089710,ENSG00000109576.13,AADAT,-,ATG,7,ENST00000515480.5,ENST00000515480.5.1
510,chr5:6713618-6713690:+,chr5,6713619,6713690,ENSG00000112941.13,PAPD7,+,ATG,23,ENST00000230859.7,ENST00000230859.7.1
511,chr5:52800237-52800285:+,chr5,52800238,52800285,ENSG00000152684.10,PELO,+,ATG,15,ENST00000274311.2,ENST00000274311.2.1
512,chr5:55982728-55982791:-,chr5,55982729,55982791,ENSG00000134352.19,IL6ST,-,ATG,20,ENST00000381298.6,ENST00000381298.6.1
513,chr5:60928935-60945048:-,chr5,60928936,60945048,ENSG00000049167.14,ERCC8,-,ATG,46,ENST00000643034.1,ENST00000643034.1.1
514,chr5:61161109-61161196:-,chr5,61161110,61161196,ENSG00000188725.7,SMIM15,-,ATG,28,ENST00000339020.7,ENST00000339020.7.1
515,chr5:73562977-73565270:-,chr5,73562978,73565270,ENSG00000164331.9,ANKRA2,-,ATG,48,ENST00000296785.7,ENST00000296785.7.1
516,chr5:77030624-77030723:+,chr5,77030625,77030723,ENSG00000164252.12,AGGF1,+,ATG,32,ENST00000312916.11,ENST00000312916.11.1
517,chr5:83065013-83077351:-,chr5,83065014,83077351,ENSG00000174695.9,TMEM167A,-,ATG,44,ENST00000502346.1,ENST00000502346.1.1
518,chr5:87412777-87412846:-,chr5,87412778,87412846,ENSG00000134480.14,CCNH,-,ATG,22,ENST00000645953.1,ENST00000645953.1.1
519,chr5:102866054-102866099:+,chr5,102866055,102866099,ENSG00000145730.20,PAM,+,ATG,14,ENST00000438793.7,ENST00000438793.7.1
520,chr5:103120412-103129364:+,chr5,103120413,103129364,ENSG00000145725.19,PPIP5K2,+,ATG,44,ENST00000321521.13,ENST00000321521.13.1
521,chr5:136153602-136153722:+,chr5,136153603,136153722,ENSG00000113658.17,SMAD5,+,ATG,39,ENST00000545620.5,ENST00000545620.5.1
522,chr5:138542936-138543204:-,chr5,138542937,138543204,ENSG00000120705.12,ETF1,-,ATG,35,ENST00000360541.9,ENST00000360541.9.1
523,chr5:140042446-140043082:-,chr5,140042447,140043082,ENSG00000158458.19,NRG2,-,ATG,211,ENST00000541337.5,ENST00000541337.5.1
524,chr5:140827986-140828016:+,chr5,140827987,140828016,ENSG00000081842.17,PCDHA6,+,ATG,9,ENST00000529310.5,ENST00000529310.5.1
525,chr5:149551339-149551360:-,chr5,149551340,149551360,ENSG00000113712.17,CSNK1A1,-,ATG,6,ENST00000261798.9,ENST00000261798.9.1
526,chr5:159268904-159268937:+,chr5,159268905,159268937,ENSG00000164332.7,UBLCP1,+,ATG,10,ENST00000296786.7,ENST00000296786.7.1
527,chr5:169583793-169583817:+,chr5,169583794,169583817,ENSG00000040275.16,SPDL1,+,ATG,7,ENST00000265295.8,ENST00000265295.8.1
528,chr5:176388757-176388841:+,chr5,176388758,176388841,ENSG00000146066.2,HIGD2A,+,ATG,27,ENST00000274787.2,ENST00000274787.2.1
529,chr5:178113768-178119577:+,chr5,178113769,178119577,ENSG00000145911.5,RP11-889L3.3,+,ATG,8,ENST00000274605.5,ENST00000274605.5.1
530,chr5:178153835-178153880:-,chr5,178153836,178153880,ENSG00000145912.8,NHP2,-,ATG,14,ENST00000274606.7,ENST00000274606.7.1
531,chr6:13814440-13814464:-,chr6,13814441,13814464,ENSG00000050393.11,MCUR1,-,ATG,7,ENST00000379170.8,ENST00000379170.8.1
532,chr6:13974242-13976930:+,chr6,13974243,13976930,ENSG00000180537.12,RNF182,+,ATG,47,ENST00000537663.5,ENST00000537663.5.1
533,chr6:26224904-26224937:+,chr6,26224905,26224937,ENSG00000274750.2,HIST1H3E,+,ATG,10,ENST00000634733.1,ENST00000634733.1.1
534,chr6:26402284-26402365:+,chr6,26402285,26402365,ENSG00000026950.16,BTN3A1,+,ATG,26,ENST00000289361.10,ENST00000289361.10.1
535,chr6:34425214-34426078:-,chr6,34425215,34426078,ENSG00000124614.14,RPS10,-,ATG,17,ENST00000326199.12,ENST00000326199.12.1
536,chr6:36874864-36874996:-,chr6,36874865,36874996,ENSG00000137168.7,PPIL1,-,ATG,43,ENST00000373699.5,ENST00000373699.5.1
537,chr6:49463394-49463418:+,chr6,49463395,49463418,ENSG00000031691.6,CENPQ,+,ATG,7,ENST00000335783.3,ENST00000335783.3.1
538,chr6:63635856-63635970:+,chr6,63635857,63635970,ENSG00000118482.11,PHF3,+,ATG,37,ENST00000262043.7,ENST00000262043.7.1
539,chr6:73309964-73310120:-,chr6,73309965,73310120,ENSG00000135314.12,KHDC1,-,ATG,51,ENST00000370384.7,ENST00000370384.7.1
540,chr6:73695813-73695849:+,chr6,73695814,73695849,ENSG00000156535.13,CD109,+,ATG,11,ENST00000437994.6,ENST00000437994.6.1
541,chr6:98926881-98934770:-,chr6,98926882,98934770,ENSG00000112234.8,FBXL4,-,ATG,101,ENST00000369244.6,ENST00000369244.6.1
542,chr6:108260901-108261225:-,chr6,108260902,108261225,ENSG00000112335.14,SNX3,-,ATG,107,ENST00000230085.12,ENST00000230085.12.1
543,chr6:133953303-133980088:+,chr6,133953304,133980088,ENSG00000028839.9,TBPL1,+,ATG,42,ENST00000237264.8,ENST00000237264.8.1
544,chr6:135490726-135492275:-,chr6,135490727,135492275,ENSG00000135541.20,AHI1,-,ATG,22,ENST00000367800.8,ENST00000367800.8.1
545,chr6:136289741-136289801:-,chr6,136289742,136289801,ENSG00000029363.16,BCLAF1,-,ATG,19,ENST00000640069.1,ENST00000640069.1.1
546,chr6:142783547-142836971:-,chr6,142783548,142836971,ENSG00000010818.9,HIVEP2,-,ATG,34,ENST00000367604.6,ENST00000367604.6.1
547,chr7:518997-519093:-,chr7,518998,519093,ENSG00000197461.13,PDGFA,-,ATG,31,ENST00000402802.7,ENST00000402802.7.1
548,chr7:519355-519397:-,chr7,519356,519397,ENSG00000197461.13,PDGFA,-,ATG,13,ENST00000402802.7,ENST00000402802.7.2
549,chr7:1709170-1709245:+,chr7,1709171,1709245,ENSG00000225968.7,ELFN1,+,ATG,24,ENST00000424383.4,ENST00000424383.4.1
550,chr7:2232872-2232935:-,chr7,2232873,2232935,ENSG00000002822.15,MAD1L1,-,ATG,20,ENST00000406869.5,ENST00000406869.5.1
