,ORF_id_gen,chromosome,start,stop,gene_id,gene_symbol,strand,start_codon,ORF_length,transcript_id,uORFids
443,chr11:57567941-57568193:-,chr11,57567942,57568193,ENSG00000156587.15,UBE2L6,-,ATG,83,ENST00000340573.8,ENST00000340573.8.1
444,chr11:61357752-61357815:-,chr11,61357753,61357815,ENSG00000162144.9,CYB561A3,-,ATG,20,ENST00000294072.8,ENST00000294072.8.1
445,chr11:61362073-61364264:+,chr11,61362074,61364264,ENSG00000149483.11,TMEM138,+,ATG,119,ENST00000278826.10,ENST00000278826.10.2
446,chr11:70405280-70405331:+,chr11,70405281,70405331,ENSG00000085733.15,CTTN,+,ATG,16,ENST00000346329.7,ENST00000346329.7.1
447,chr11:125569470-125569539:+,chr11,125569471,125569539,ENSG00000149547.14,EI24,+,ATG,22,ENST00000278903.10,ENST00000278903.10.1
448,chr12:753275-753431:+,chr12,753276,753431,ENSG00000060237.16,WNK1,+,ATG,51,ENST00000535572.5,ENST00000535572.5.1
449,chr12:56257885-56258294:-,chr12,56257886,56258294,ENSG00000139645.9,ANKRD52,-,ATG,25,ENST00000267116.7,ENST00000267116.7.1
450,chr13:29849925-29850012:-,chr13,29849926,29850012,ENSG00000122042.9,UBL3,-,ATG,28,ENST00000380680.4,ENST00000380680.4.1
451,chr13:52028444-52028525:+,chr13,52028445,52028525,ENSG00000253797.2,UTP14C,+,ATG,26,ENST00000521776.2,ENST00000521776.2.2
452,chr14:22872185-22872257:+,chr14,22872186,22872257,ENSG00000197324.8,LRP10,+,ATG,23,ENST00000359591.8,ENST00000359591.8.1
453,chr15:50648801-50686717:-,chr15,50648802,50686717,ENSG00000092439.14,TRPM7,-,ATG,129,ENST00000313478.11,ENST00000313478.11.1
454,chr15:81001988-81002279:+,chr15,81001989,81002279,ENSG00000140406.3,MESDC1,+,ATG,96,ENST00000267984.3,ENST00000267984.3.3
455,chr16:30925868-30930145:+,chr16,30925869,30930145,ENSG00000099364.16,FBXL19,+,ATG,249,ENST00000471231.6,ENST00000471231.6.1
456,chr16:57186339-57204535:+,chr16,57186340,57204535,ENSG00000159579.13,RSPRY1,+,ATG,47,ENST00000394420.8,ENST00000394420.8.2
457,chr16:70800929-70801004:-,chr16,70800930,70801004,ENSG00000103043.14,VAC14,-,ATG,24,ENST00000261776.9,ENST00000261776.9.1
458,chr16:84116750-84116810:-,chr16,84116751,84116810,ENSG00000140943.16,MBTPS1,-,ATG,19,ENST00000343411.7,ENST00000343411.7.2
459,chr16:85750944-85751064:-,chr16,85750945,85751064,ENSG00000154102.10,C16orf74,-,ATG,39,ENST00000602719.5,ENST00000602719.5.1
460,chr17:68248451-68248553:+,chr17,68248452,68248553,ENSG00000196704.11,AMZ2,+,ATG,33,ENST00000359904.7,ENST00000359904.7.1
461,chr17:75471835-75485905:+,chr17,75471836,75485905,ENSG00000177728.16,KIAA0195,+,ATG,82,ENST00000577380.5,ENST00000577380.5.1
462,chr19:10500010-10503551:-,chr19,10500011,10503551,ENSG00000079999.13,KEAP1,-,ATG,126,ENST00000171111.9,ENST00000171111.9.1
463,chr19:15418919-15419048:-,chr19,15418920,15419048,ENSG00000011243.17,AKAP8L,-,ATG,42,ENST00000397410.9,ENST00000397410.9.1
464,chr19:48872454-48872523:+,chr19,48872455,48872523,ENSG00000087074.7,PPP1R15A,+,ATG,22,ENST00000200453.5,ENST00000200453.5.2
465,chr20:50903959-50928818:-,chr20,50903960,50928818,ENSG00000101126.16,ADNP,-,ATG,69,ENST00000396029.8,ENST00000396029.8.1
466,chr22:19431602-19431695:-,chr22,19431603,19431695,ENSG00000100084.14,HIRA,-,ATG,30,ENST00000263208.5,ENST00000263208.5.1
467,chr22:49853922-49883437:+,chr22,49853923,49883437,ENSG00000100426.6,ZBED4,+,ATG,56,ENST00000216268.5,ENST00000216268.5.1
468,chrX:48476241-48476274:+,chrX,48476242,48476274,ENSG00000068438.14,FTSJ1,+,ATG,10,ENST00000348411.2,ENST00000348411.2.1
469,chrX:49171995-49173144:+,chrX,49171996,49173144,ENSG00000102007.10,PLP2,+,ATG,38,ENST00000376327.5,ENST00000376327.5.1
470,chr22:40552165-40552297:-,chr22,40552166,40552297,ENSG00000196588.15,MKL1,-,ATG,43,ENST00000355630.7,ENST00000355630.7.1
471,chr1:1407245-1407275:-,chr1,1407246,1407275,ENSG00000242485.5,MRPL20,-,ATG,9,ENST00000344843.11,ENST00000344843.11.1
472,chr1:1839195-1839228:-,chr1,1839196,1839228,ENSG00000078369.17,GNB1,-,ATG,10,ENST00000378609.8,ENST00000378609.8.1
473,chr1:17054033-17054087:-,chr1,17054034,17054087,ENSG00000117118.9,SDHB,-,ATG,17,ENST00000375499.7,ENST00000375499.7.1
474,chr1:22451909-22490147:+,chr1,22451910,22490147,ENSG00000184677.16,ZBTB40,+,ATG,120,ENST00000375647.4,ENST00000375647.4.1
475,chr1:25338328-25338385:+,chr1,25338329,25338385,ENSG00000183726.10,TMEM50A,+,ATG,18,ENST00000374358.4,ENST00000374358.4.1
476,chr1:26306603-26306627:-,chr1,26306604,26306627,ENSG00000158062.20,UBXN11,-,ATG,7,ENST00000374222.5,ENST00000374222.5.1
477,chr1:25823028-25823747:+,chr1,25823029,25823747,ENSG00000117640.17,MTFR1L,+,ATG,67,ENST00000474295.5,ENST00000474295.5.1
478,chr1:27490097-27490145:-,chr1,27490098,27490145,ENSG00000158195.10,WASF2,-,ATG,15,ENST00000618852.4,ENST00000618852.4.1
479,chr1:29216766-29230906:-,chr1,29216767,29230906,ENSG00000116353.15,MECR,-,ATG,73,ENST00000373791.7,ENST00000373791.7.1
480,chr1:31764197-31764248:-,chr1,31764198,31764248,ENSG00000121753.12,ADGRB2,-,ATG,16,ENST00000398542.5,ENST00000398542.5.1
481,chr1:31919562-31938010:-,chr1,31919563,31938010,ENSG00000184007.19,PTP4A2,-,ATG,39,ENST00000647444.1,ENST00000647444.1.1
482,chr1:36156333-36156387:+,chr1,36156334,36156387,ENSG00000116871.15,MAP7D1,+,ATG,17,ENST00000316156.8,ENST00000316156.8.1
483,chr1:36259387-36259483:+,chr1,36259388,36259483,ENSG00000054118.13,THRAP3,+,ATG,31,ENST00000354618.9,ENST00000354618.9.1
484,chr1:36394088-36397776:-,chr1,36394089,36397776,ENSG00000181817.5,LSM10,-,ATG,24,ENST00000315732.2,ENST00000315732.2.2
485,chr1:32817299-32817353:-,chr1,32817300,32817353,ENSG00000134684.10,YARS,-,ATG,17,ENST00000373477.8,ENST00000373477.8.1
486,chr1:35931422-35945764:+,chr1,35931423,35945764,ENSG00000126070.19,AGO3,+,ATG,31,ENST00000373191.8,ENST00000373191.8.1
487,chr1:37857671-37859588:-,chr1,37857672,37859588,ENSG00000188786.9,MTF1,-,ATG,31,ENST00000373036.4,ENST00000373036.4.1
488,chr1:40979736-40979817:+,chr1,40979737,40979817,ENSG00000171793.13,CTPS1,+,ATG,26,ENST00000372621.8,ENST00000372621.8.1
489,chr1:41242087-41242108:-,chr1,41242088,41242108,ENSG00000010803.16,SCMH1,-,ATG,6,ENST00000372596.5,ENST00000372596.5.1
490,chr1:43365267-43368009:-,chr1,43365268,43368009,ENSG00000066322.14,ELOVL1,-,ATG,87,ENST00000372458.7,ENST00000372458.7.1
491,chr1:43531062-43538253:+,chr1,43531063,43538253,ENSG00000142949.16,PTPRF,+,ATG,27,ENST00000359947.8,ENST00000359947.8.1
492,chr1:54200201-54200228:+,chr1,54200202,54200228,ENSG00000116221.15,MRPL37,+,ATG,8,ENST00000605337.5,ENST00000605337.5.1
493,chr1:62803761-62803809:+,chr1,62803762,62803809,ENSG00000125703.14,ATG4C,+,ATG,15,ENST00000371120.7,ENST00000371120.7.1
494,chr1:66925028-66928889:+,chr1,66925029,66928889,ENSG00000198160.14,MIER1,+,ATG,56,ENST00000357692.6,ENST00000357692.6.1
495,chr1:74733176-74733233:+,chr1,74733177,74733233,ENSG00000162623.15,TYW3,+,ATG,18,ENST00000370867.7,ENST00000370867.7.1
496,chr1:86914149-86914248:-,chr1,86914150,86914248,ENSG00000183291.15,SEP15,-,ATG,32,ENST00000331835.9,ENST00000331835.9.1
497,chr1:100888796-100894756:-,chr1,100888797,100894756,ENSG00000162694.13,EXTL2,-,ATG,51,ENST00000370114.7,ENST00000370114.7.1
498,chr1:100038116-100038155:+,chr1,100038117,100038155,ENSG00000156875.13,MFSD14A,+,ATG,12,ENST00000370152.7,ENST00000370152.7.1
499,chr1:108885276-108885297:+,chr1,108885277,108885297,ENSG00000121957.13,GPSM2,+,ATG,6,ENST00000406462.6,ENST00000406462.6.1
500,chr1:111139633-111139705:-,chr1,111139634,111139705,ENSG00000156171.14,DRAM2,-,ATG,23,ENST00000286692.8,ENST00000286692.8.1
501,chr1:113905210-113905438:+,chr1,113905211,113905438,ENSG00000118655.4,DCLRE1B,+,ATG,75,ENST00000369563.3,ENST00000369563.3.1
502,chr1:114750173-114750206:-,chr1,114750174,114750206,ENSG00000009307.15,CSDE1,-,ATG,10,ENST00000339438.10,ENST00000339438.10.2
503,chr1:86387031-86387076:-,chr1,86387032,86387076,ENSG00000122417.15,ODF2L,-,ATG,14,ENST00000359242.7,ENST00000359242.7.1
504,chr1:117929487-117929520:-,chr1,117929488,117929520,ENSG00000196505.10,GDAP2,-,ATG,10,ENST00000369443.9,ENST00000369443.9.1
505,chr1:148640061-148679580:-,chr1,148640062,148679580,ENSG00000270629.5,NBPF14,-,ATG,48,ENST00000606877.2,ENST00000606877.2.1
506,chr1:150235976-150236063:-,chr1,150235977,150236063,ENSG00000143401.14,ANP32E,-,ATG,28,ENST00000583931.5,ENST00000583931.5.1
507,chr1:150236092-150236122:-,chr1,150236093,150236122,ENSG00000143401.14,ANP32E,-,ATG,9,ENST00000583931.5,ENST00000583931.5.2
508,chr1:116666735-116666852:-,chr1,116666736,116666852,ENSG00000143061.17,IGSF3,-,ATG,38,ENST00000369486.7,ENST00000369486.7.1
509,chr1:151327332-151327362:-,chr1,151327333,151327362,ENSG00000143393.16,PI4KB,-,ATG,9,ENST00000368874.8,ENST00000368874.8.1
510,chr1:151198654-151198732:+,chr1,151198655,151198732,ENSG00000143398.19,PIP5K1A,+,ATG,25,ENST00000349792.9,ENST00000349792.9.1
511,chr1:154220521-154220560:-,chr1,154220522,154220560,ENSG00000143612.19,C1orf43,-,ATG,12,ENST00000350592.7,ENST00000350592.7.1
512,chr1:120029962-120069461:-,chr1,120029963,120069461,ENSG00000134250.19,NOTCH2,-,ATG,50,ENST00000256646.6,ENST00000256646.6.1
513,chr1:153977528-153977570:-,chr1,153977529,153977570,ENSG00000143543.14,JTB,-,ATG,13,ENST00000271843.8,ENST00000271843.8.1
514,chr1:156282953-156285188:+,chr1,156282954,156285188,ENSG00000163472.18,TMEM79,+,ATG,38,ENST00000295694.9,ENST00000295694.9.1
515,chr1:161045937-161045964:-,chr1,161045938,161045964,ENSG00000158773.14,USF1,-,ATG,8,ENST00000368021.7,ENST00000368021.7.1
516,chr1:160098414-160098546:-,chr1,160098415,160098546,ENSG00000162729.13,IGSF8,-,ATG,43,ENST00000368086.5,ENST00000368086.5.1
517,chr1:161226009-161226132:+,chr1,161226010,161226132,ENSG00000158882.14,TOMM40L,+,ATG,40,ENST00000367988.7,ENST00000367988.7.1
518,chr1:161177443-161177485:-,chr1,161177444,161177485,ENSG00000158850.14,B4GALT3,-,ATG,13,ENST00000367998.5,ENST00000367998.5.1
519,chr1:162561683-162566079:+,chr1,162561684,162566079,ENSG00000117143.13,UAP1,+,ATG,53,ENST00000367926.8,ENST00000367926.8.1
520,chr1:167936712-167936784:+,chr1,167936713,167936784,ENSG00000143164.15,DCAF6,+,ATG,23,ENST00000367843.7,ENST00000367843.7.1
521,chr1:178725299-178725341:+,chr1,178725300,178725341,ENSG00000116191.17,RALGPS2,+,ATG,13,ENST00000367635.7,ENST00000367635.7.1
522,chr1:179882315-179882393:+,chr1,179882316,179882393,ENSG00000143337.18,TOR1AIP1,+,ATG,25,ENST00000606911.6,ENST00000606911.6.1
523,chr1:179954824-179954854:+,chr1,179954825,179954854,ENSG00000135837.15,CEP350,+,ATG,9,ENST00000367607.7,ENST00000367607.7.1
524,chr1:184477501-184507629:+,chr1,184477502,184507629,ENSG00000116667.12,C1orf21,+,ATG,47,ENST00000235307.6,ENST00000235307.6.1
525,chr1:203128314-203129005:+,chr1,203128315,203129005,ENSG00000163485.16,ADORA1,+,ATG,112,ENST00000309502.7,ENST00000309502.7.1
526,chr1:203626852-203626888:+,chr1,203626853,203626888,ENSG00000058668.14,ATP2B4,+,ATG,11,ENST00000357681.9,ENST00000357681.9.1
527,chr1:203796508-203796694:+,chr1,203796509,203796694,ENSG00000058673.16,ZC3H11A,+,ATG,61,ENST00000639812.1,ENST00000639812.1.1
528,chr1:205664689-205664788:-,chr1,205664690,205664788,ENSG00000158715.5,SLC45A3,-,ATG,32,ENST00000367145.3,ENST00000367145.3.1
529,chr1:206897739-206897790:+,chr1,206897740,206897790,ENSG00000162892.15,IL24,+,ATG,16,ENST00000367093.3,ENST00000367093.3.1
530,chr1:206897469-206897520:+,chr1,206897470,206897520,ENSG00000162892.15,IL24,+,ATG,16,ENST00000367093.3,ENST00000367093.3.2
531,chr1:205811032-205812896:-,chr1,205811033,205812896,ENSG00000133065.10,SLC41A1,-,ATG,47,ENST00000367137.3,ENST00000367137.3.1
532,chr1:207752090-207752192:+,chr1,207752091,207752192,ENSG00000117335.19,CD46,+,ATG,33,ENST00000367047.5,ENST00000367047.5.1
533,chr1:235328606-235328657:+,chr1,235328607,235328657,ENSG00000152904.11,GGPS1,+,ATG,16,ENST00000282841.9,ENST00000282841.9.2
534,chr1:244653168-244653210:+,chr1,244653169,244653210,ENSG00000121644.18,DESI2,+,ATG,13,ENST00000302550.15,ENST00000302550.15.1
535,chr1:247330020-247331607:-,chr1,247330021,247331607,ENSG00000162714.12,ZNF496,-,ATG,78,ENST00000294753.8,ENST00000294753.8.1
536,chr2:8837526-8837592:-,chr2,8837527,8837592,ENSG00000134313.15,KIDINS220,-,ATG,21,ENST00000256707.7,ENST00000256707.7.1
537,chr2:10448350-10448377:-,chr2,10448351,10448377,ENSG00000115758.12,ODC1,-,ATG,8,ENST00000234111.8,ENST00000234111.8.1
538,chr2:20447110-20447149:+,chr2,20447111,20447149,ENSG00000143878.9,RHOB,+,ATG,12,ENST00000272233.5,ENST00000272233.5.1
539,chr2:25878394-25878448:-,chr2,25878395,25878448,ENSG00000143970.16,ASXL2,-,ATG,17,ENST00000435504.8,ENST00000435504.8.1
540,chr2:24793409-24799726:+,chr2,24793410,24799726,ENSG00000138092.10,CENPO,+,ATG,47,ENST00000473706.5,ENST00000473706.5.1
541,chr2:27211485-27212205:-,chr2,27211486,27212205,ENSG00000138074.14,SLC5A6,-,ATG,77,ENST00000310574.7,ENST00000310574.7.1
542,chr2:27212028-27212094:+,chr2,27212029,27212094,ENSG00000138085.16,ATRAID,+,ATG,21,ENST00000380171.7,ENST00000380171.7.1
543,chr2:42494691-42494799:+,chr2,42494692,42494799,ENSG00000057935.13,MTA3,+,ATG,35,ENST00000405592.5,ENST00000405592.5.1
544,chr2:32277912-32277981:+,chr2,32277913,32277981,ENSG00000119820.10,YIPF4,+,ATG,22,ENST00000238831.8,ENST00000238831.8.1
545,chr2:33599234-33599351:-,chr2,33599235,33599351,ENSG00000119812.18,FAM98A,-,ATG,38,ENST00000238823.12,ENST00000238823.12.1
546,chr2:61145127-61162862:+,chr2,61145128,61162862,ENSG00000237651.6,C2orf74,+,ATG,29,ENST00000426997.5,ENST00000426997.5.1
547,chr2:64653757-64653796:-,chr2,64653758,64653796,ENSG00000179833.4,SERTAD2,-,ATG,12,ENST00000313349.3,ENST00000313349.3.1
548,chr2:71068683-71070744:+,chr2,71068684,71070744,ENSG00000124357.12,NAGK,+,ATG,10,ENST00000418807.7,ENST00000418807.7.1
549,chr2:74482860-74483013:-,chr2,74482861,74483013,ENSG00000135637.13,CCDC142,-,ATG,50,ENST00000393965.7,ENST00000393965.7.1
550,chr2:74421750-74422302:+,chr2,74421751,74422302,ENSG00000005448.16,WDR54,+,ATG,71,ENST00000348227.4,ENST00000348227.4.1
551,chr2:96637155-96637176:-,chr2,96637156,96637176,ENSG00000114982.17,KANSL3,-,ATG,6,ENST00000431828.5,ENST00000431828.5.1
552,chr2:132416878-132417157:+,chr2,132416879,132417157,ENSG00000183840.6,GPR39,+,ATG,92,ENST00000329321.3,ENST00000329321.3.1
553,chr2:134254265-134254310:+,chr2,134254266,134254310,ENSG00000152127.8,MGAT5,+,ATG,14,ENST00000409645.5,ENST00000409645.5.1
554,chr2:149587666-149587714:-,chr2,149587667,149587714,ENSG00000168288.12,MMADHC,-,ATG,15,ENST00000303319.9,ENST00000303319.9.1
555,chr2:151828232-151828403:-,chr2,151828233,151828403,ENSG00000162980.16,ARL5A,-,ATG,56,ENST00000295087.12,ENST00000295087.12.1
556,chr2:169573741-169573798:-,chr2,169573742,169573798,ENSG00000138399.17,FASTKD1,-,ATG,18,ENST00000453153.6,ENST00000453153.6.1
557,chr2:200811646-200811694:+,chr2,200811647,200811694,ENSG00000082153.17,BZW1,+,ATG,15,ENST00000409600.5,ENST00000409600.5.1
558,chr2:201420644-201451365:-,chr2,201420645,201451365,ENSG00000115993.12,TRAK2,-,ATG,25,ENST00000332624.7,ENST00000332624.7.1
559,chr2:206765614-206765653:+,chr2,206765615,206765653,ENSG00000118246.13,FASTKD2,+,ATG,12,ENST00000236980.10,ENST00000236980.10.1
560,chr2:202911915-202912002:-,chr2,202911916,202912002,ENSG00000138442.9,WDR12,-,ATG,28,ENST00000261015.4,ENST00000261015.4.1
561,chr2:208271514-208271619:+,chr2,208271515,208271619,ENSG00000115020.16,PIKFYVE,+,ATG,34,ENST00000264380.8,ENST00000264380.8.1
562,chr2:218568851-218568896:+,chr2,218568852,218568896,ENSG00000144580.13,RQCD1,+,ATG,14,ENST00000273064.10,ENST00000273064.10.1
563,chr2:219245985-219246679:+,chr2,219245986,219246679,ENSG00000115661.13,STK16,+,ATG,40,ENST00000409638.7,ENST00000409638.7.2
564,chr2:227328735-227328756:+,chr2,227328736,227328756,ENSG00000168958.19,MFF,+,ATG,6,ENST00000304593.13,ENST00000304593.13.1
565,chr3:9649540-9649564:+,chr3,9649541,9649564,ENSG00000163719.19,MTMR14,+,ATG,7,ENST00000353332.9,ENST00000353332.9.1
566,chr3:10249041-10249366:+,chr3,10249042,10249366,ENSG00000157014.10,TATDN2,+,ATG,65,ENST00000287652.8,ENST00000287652.8.1
567,chr3:5187782-5187944:+,chr3,5187783,5187944,ENSG00000134109.10,EDEM1,+,ATG,53,ENST00000256497.8,ENST00000256497.8.1
568,chr3:38630413-38633315:-,chr3,38630414,38633315,ENSG00000183873.15,SCN5A,-,ATG,98,ENST00000413689.5,ENST00000413689.5.1
569,chr3:42568978-42601044:-,chr3,42568979,42601044,ENSG00000093183.13,SEC22C,-,ATG,59,ENST00000417572.5,ENST00000417572.5.1
570,chr3:33440133-33440184:-,chr3,33440134,33440184,ENSG00000153560.11,UBP1,-,ATG,16,ENST00000283629.7,ENST00000283629.7.2
571,chr3:43081451-43081517:-,chr3,43081452,43081517,ENSG00000144647.5,POMGNT2,-,ATG,21,ENST00000344697.2,ENST00000344697.2.1
572,chr3:44338723-44354798:+,chr3,44338724,44354798,ENSG00000179152.19,TCAIM,+,ATG,56,ENST00000342649.8,ENST00000342649.8.1
573,chr3:45985003-45995804:-,chr3,45985004,45995804,ENSG00000163820.14,FYCO1,-,ATG,33,ENST00000296137.6,ENST00000296137.6.1
574,chr3:45388589-45388631:+,chr3,45388590,45388631,ENSG00000011376.10,LARS2,+,ATG,13,ENST00000415258.5,ENST00000415258.5.1
575,chr3:47443039-47443081:-,chr3,47443040,47443081,ENSG00000114650.18,SCAP,-,ATG,13,ENST00000265565.9,ENST00000265565.9.1
576,chr3:49411921-49412089:-,chr3,49411922,49412089,ENSG00000067560.10,RHOA,-,ATG,55,ENST00000418115.5,ENST00000418115.5.1
577,chr3:49426408-49429306:-,chr3,49426409,49429306,ENSG00000283189.2,RP11-949J7.8,-,ATG,72,ENST00000636166.1,ENST00000636166.1.1
578,chr3:50328141-50328165:-,chr3,50328142,50328165,ENSG00000114383.9,TUSC2,-,ATG,7,ENST00000232496.4,ENST00000232496.4.1
579,chr3:50292303-50292483:-,chr3,50292304,50292483,ENSG00000214706.10,IFRD2,-,ATG,41,ENST00000436390.5,ENST00000436390.5.1
580,chr3:51590394-51627693:+,chr3,51590395,51627693,ENSG00000164080.13,RAD54L2,+,ATG,101,ENST00000409535.6,ENST00000409535.6.1
581,chr3:52409874-52410099:-,chr3,52409875,52410099,ENSG00000163930.9,BAP1,-,ATG,74,ENST00000460680.5,ENST00000460680.5.1
582,chr3:52969226-53046065:-,chr3,52969227,53046065,ENSG00000163935.13,SFMBT1,-,ATG,93,ENST00000394752.7,ENST00000394752.7.1
583,chr3:87227522-87245727:+,chr3,87227523,87245727,ENSG00000083937.8,CHMP2B,+,ATG,15,ENST00000471660.5,ENST00000471660.5.1
584,chr3:97764778-97764880:+,chr3,97764779,97764880,ENSG00000113966.9,ARL6,+,ATG,33,ENST00000463745.5,ENST00000463745.5.1
585,chr3:112562062-112562236:+,chr3,112562063,112562236,ENSG00000138459.8,SLC35A5,+,ATG,57,ENST00000492406.5,ENST00000492406.5.1
586,chr3:119236963-119237056:-,chr3,119236964,119237056,ENSG00000121578.12,B4GALT4,-,ATG,30,ENST00000393765.6,ENST00000393765.6.1
587,chr3:107526337-107645906:+,chr3,107526338,107645906,ENSG00000114439.18,BBX,+,ATG,43,ENST00000415149.6,ENST00000415149.6.1
588,chr3:124887128-124887167:-,chr3,124887129,124887167,ENSG00000082781.11,ITGB5,-,ATG,12,ENST00000296181.8,ENST00000296181.8.1
589,chr3:130850770-130850905:+,chr3,130850771,130850905,ENSG00000017260.19,ATP2C1,+,ATG,44,ENST00000504381.5,ENST00000504381.5.1
590,chr3:136752324-136752363:-,chr3,136752325,136752363,ENSG00000118007.12,STAG1,-,ATG,12,ENST00000236698.9,ENST00000236698.9.1
591,chr3:136819291-136819342:+,chr3,136819292,136819342,ENSG00000168917.8,SLC35G2,+,ATG,16,ENST00000446465.2,ENST00000446465.2.1
592,chr3:141368672-141368720:+,chr3,141368673,141368720,ENSG00000177311.11,ZBTB38,+,ATG,15,ENST00000509842.5,ENST00000509842.5.1
593,chr3:149812901-149813291:+,chr3,149812902,149813291,ENSG00000082996.19,RNF13,+,ATG,129,ENST00000392894.7,ENST00000392894.7.1
594,chr3:152268948-152268990:+,chr3,152268949,152268990,ENSG00000152601.17,MBNL1,+,ATG,13,ENST00000355460.6,ENST00000355460.6.2
595,chr3:160399526-160399616:+,chr3,160399527,160399616,ENSG00000113810.15,SMC4,+,ATG,29,ENST00000357388.7,ENST00000357388.7.1
596,chr3:167720157-167720211:-,chr3,167720158,167720211,ENSG00000114209.14,PDCD10,-,ATG,17,ENST00000392750.6,ENST00000392750.6.1
597,chr3:180988213-180989646:-,chr3,180988214,180989646,ENSG00000205981.7,DNAJC19,-,ATG,20,ENST00000382564.7,ENST00000382564.7.1
598,chr3:182793507-182793579:+,chr3,182793508,182793579,ENSG00000058063.15,ATP11B,+,ATG,23,ENST00000323116.9,ENST00000323116.9.1
599,chr3:172750732-172750807:+,chr3,172750733,172750807,ENSG00000114346.13,ECT2,+,ATG,24,ENST00000232458.9,ENST00000232458.9.1
600,chr3:183884746-183884869:-,chr3,183884747,183884869,ENSG00000283765.1,RP11-449K6.5,-,ATG,40,ENST00000639401.1,ENST00000639401.1.1
601,chr3:184014433-184017956:-,chr3,184014434,184017956,ENSG00000114770.16,ABCC5,-,ATG,46,ENST00000334444.10,ENST00000334444.10.1
602,chr3:184315496-184315800:+,chr3,184315497,184315800,ENSG00000114867.20,EIF4G1,+,ATG,28,ENST00000346169.6,ENST00000346169.6.2
603,chr4:4248010-4248202:-,chr4,4248011,4248202,ENSG00000132406.11,TMEM128,-,ATG,63,ENST00000254742.6,ENST00000254742.6.1
604,chr4:1721083-1721245:-,chr4,1721084,1721245,ENSG00000168936.10,TMEM129,-,ATG,53,ENST00000303277.6,ENST00000303277.6.1
605,chr4:3074700-3074766:+,chr4,3074701,3074766,ENSG00000197386.11,HTT,+,ATG,21,ENST00000355072.10,ENST00000355072.10.1
606,chr4:44678570-44678603:+,chr4,44678571,44678603,ENSG00000151806.13,GUF1,+,ATG,10,ENST00000281543.5,ENST00000281543.5.1
607,chr4:48341491-48341551:+,chr4,48341492,48341551,ENSG00000109171.14,SLAIN2,+,ATG,19,ENST00000264313.10,ENST00000264313.10.2
608,chr4:55489407-55489452:-,chr4,55489408,55489452,ENSG00000134852.14,CLOCK,-,ATG,14,ENST00000513440.5,ENST00000513440.5.1
609,chr4:52659186-52659213:-,chr4,52659187,52659213,ENSG00000109189.12,USP46,-,ATG,8,ENST00000441222.7,ENST00000441222.7.1
610,chr4:52745896-52751611:-,chr4,52745897,52751611,ENSG00000226887.7,ERVMER34-1,-,ATG,151,ENST00000443173.5,ENST00000443173.5.1
611,chr4:54064449-54064503:-,chr4,54064450,54064503,ENSG00000109220.10,CHIC2,-,ATG,17,ENST00000263921.7,ENST00000263921.7.1
612,chr4:70688500-70688536:+,chr4,70688501,70688536,ENSG00000132467.3,UTP3,+,ATG,11,ENST00000254803.3,ENST00000254803.3.1
613,chr4:75724609-75724714:+,chr4,75724610,75724714,ENSG00000138768.14,USO1,+,ATG,34,ENST00000264904.8,ENST00000264904.8.1
614,chr4:72569077-72569122:-,chr4,72569078,72569122,ENSG00000156140.9,ADAMTS3,-,ATG,14,ENST00000286657.9,ENST00000286657.9.1
615,chr4:83455710-83455752:-,chr4,83455711,83455752,ENSG00000163312.10,HELQ,-,ATG,13,ENST00000295488.7,ENST00000295488.7.1
616,chr4:99088702-99088735:-,chr4,99088703,99088735,ENSG00000197894.10,ADH5,-,ATG,10,ENST00000296412.12,ENST00000296412.12.1
617,chr4:102344756-102344852:-,chr4,102344757,102344852,ENSG00000138821.12,SLC39A8,-,ATG,31,ENST00000424970.6,ENST00000424970.6.1
618,chr4:112231822-112231903:+,chr4,112231823,112231903,ENSG00000138660.11,AP1AR,+,ATG,26,ENST00000274000.9,ENST00000274000.9.1
619,chr4:112818124-112904458:+,chr4,112818125,112904458,ENSG00000145362.17,ANK2,+,ATG,47,ENST00000506722.5,ENST00000506722.5.1
620,chr4:99950301-99950346:-,chr4,99950302,99950346,ENSG00000164032.11,H2AFZ,-,ATG,14,ENST00000296417.5,ENST00000296417.5.1
621,chr4:129093185-129093236:-,chr4,129093186,129093236,ENSG00000151466.11,SCLT1,-,ATG,16,ENST00000281142.9,ENST00000281142.9.1
622,chr4:138242281-138242341:-,chr4,138242282,138242341,ENSG00000151012.13,SLC7A11,-,ATG,19,ENST00000280612.9,ENST00000280612.9.1
623,chr4:147617623-147617659:+,chr4,147617624,147617659,ENSG00000164168.7,TMEM184C,+,ATG,11,ENST00000508208.5,ENST00000508208.5.1
624,chr4:184649397-184649424:-,chr4,184649398,184649424,ENSG00000164305.18,CASP3,-,ATG,8,ENST00000523916.5,ENST00000523916.5.1
625,chr4:169621000-169635939:+,chr4,169621001,169635939,ENSG00000109572.13,CLCN3,+,ATG,29,ENST00000513761.5,ENST00000513761.5.1
626,chr5:14769084-14871478:-,chr5,14769085,14871478,ENSG00000154122.13,ANKH,-,ATG,77,ENST00000284268.7,ENST00000284268.7.1
627,chr5:32174130-32174184:-,chr5,32174131,32174184,ENSG00000113384.13,GOLPH3,-,ATG,17,ENST00000265070.6,ENST00000265070.6.1
628,chr5:36876983-36877073:+,chr5,36876984,36877073,ENSG00000164190.17,NIPBL,+,ATG,29,ENST00000282516.12,ENST00000282516.12.1
